lead1,lead2,lead3
56,72,56
55,56,58
30,29,48
0,12,37
-13,4,30
-26,-10,2
-30,3,-13
-26,9,-18
-19,51,-17
-15,67,-16
15,90,5
34,90,31
31,85,59
28,79,66
10,59,49
-33,14,32
-25,18,9
1,37,-2
34,61,-12
26,96,-9
13,113,12
11,84,34
5,30,53
-22,-11,68
-51,-26,50
-64,-21,11
-67,-13,-7
-57,0,-12
-35,24,-36
-13,48,-52
-2,72,0
3,67,27
-12,42,42
-41,14,41
-52,5,16
-47,-5,-24
-47,2,-35
-43,20,-38
-15,62,-31
9,83,-9
17,60,-4
1,24,2
-25,-3,4
-53,-30,18
-73,-44,22
-79,-40,-2
-75,-34,-18
-42,-33,-21
-14,-21,-29
-11,2,-49
-24,19,-38
-29,10,-2
-39,-20,29
-68,-35,44
-91,-42,33
-74,-53,17
-70,-39,-7
-65,-11,-24
-38,23,-24
-21,40,7
-5,47,20
-2,47,30
-43,16,39
-70,-9,23
-58,-42,-7
-53,-9,-23
-34,37,-28
-13,70,-29
-18,56,-14
-25,44,15
-37,50,45
-54,23,65
-57,-8,70
-64,-9,51
-69,-6,30
-57,1,-1
-37,3,-15
-23,17,-8
-25,10,-14
-18,-7,-11
-21,-34,11
-45,-44,21
-67,-65,7
-70,-80,-33
-67,-82,-59
-42,-69,-67
-10,-11,-45
5,25,-32
23,39,-13
26,47,5
-3,23,21
-58,-29,23
-85,-62,1
-86,-86,-11
-90,-89,-22
-87,-86,-33
-66,-11,-31
-25,14,-18
20,12,-6
35,6,9
18,14,11
6,2,3
-19,-26,-11
-38,-41,-29
-55,-26,-29
-63,-21,-27
-46,-13,-18
-36,-8,-13
-26,28,-4
-25,60,7
-24,71,11
-27,52,14
-24,29,22
-32,3,35
-60,-17,50
-72,-17,41
-45,-13,40
-34,-7,100
28,19,20
65,42,-6
78,51,-18
38,79,8
1,89,39
-24,74,75
-59,70,89
-96,61,91
-108,54,88
-109,60,74
-118,54,60
-116,49,51
-131,54,35
-127,74,38
-111,89,73
-131,75,100
-133,65,107
-153,8,108
-182,-32,112
-186,-48,108
-212,-97,108
-230,-164,98
-228,-205,67
-192,-219,15
-141,-220,-44
-110,-210,-68
-59,-200,-92
-2,-200,-102
44,-195,-103
62,-182,-89
55,-171,-78
41,-140,-44
32,-118,-26
94,-14,-54
125,53,-61
133,81,-61
119,94,-58
93,102,-53
52,79,-37
14,58,-22
8,57,-18
11,49,-31
12,43,-36
20,101,-58
23,138,-61
59,148,-58
79,141,-35
68,115,-11
69,75,-2
55,28,9
15,2,23
-31,-7,32
-40,-3,16
-28,22,-20
1,64,-24
14,80,-11
4,95,11
-18,61,24
-27,43,13
-37,8,8
-50,-10,2
-53,-17,8
-40,1,13
-5,35,2
33,63,5
46,69,26
43,67,28
25,64,37
6,58,38
-20,38,40
-30,27,40
-39,6,52
-47,-12,42
-51,-22,34
-54,1,21
-35,43,17
2,57,7
23,62,1
36,72,13
40,73,26
20,60,31
-7,28,29
-31,2,24
-48,-19,28
-52,-17,41
-45,-12,49
-29,8,37
3,51,11
17,67,18
16,72,33
12,51,16
-12,40,8
-48,20,14
-64,21,10
-64,17,9
-76,-9,3
-72,22,-18
-32,53,-11
6,63,6
36,59,13
38,62,24
4,51,45
-34,-5,58
-57,-62,46
-71,-65,25
-74,-37,20
-69,13,27
-43,51,35
-11,63,27
-9,71,23
-26,58,42
-45,33,61
-64,-15,58
-69,-36,39
-82,-55,28
-85,-49,10
-70,-51,-6
-37,-13,-21
12,34,-6
34,53,1
58,52,17
44,42,41
6,33,53
-13,18,58
-34,-14,69
-75,-41,55
-99,-49,41
-100,-36,39
-77,1,29
-38,25,7
2,45,13
15,62,27
29,65,13
16,38,15
-8,7,40
-24,-20,53
-37,-30,39
-26,-27,24
-14,-17,17
-12,5,5
-8,34,-18
0,66,-25
12,89,-4
6,78,12
-28,42,26
-59,9,41
-56,0,33
-52,8,6
-44,11,-1
-37,-10,-4
-25,-10,11
6,47,-2
31,95,-27
45,103,-11
61,104,23
64,102,28
40,60,17
5,-6,14
-21,-31,2
-24,-16,-23
-24,-8,-32
-16,9,-54
5,33,-52
34,55,-34
45,63,-24
60,86,15
39,80,36
10,47,47
0,27,55
-13,18,52
-21,-1,28
-23,-9,-3
1,9,-17
23,28,-19
31,36,-18
40,54,-9
49,62,-3
51,63,0
37,52,27
-6,45,38
-63,16,42
-99,-19,41
-80,-23,41
-42,-17,15
-22,-7,-8
-8,34,-14
14,60,-16
24,66,-3
20,65,14
18,54,38
5,47,60
-1,26,69
-16,-15,40
-33,-16,17
-39,14,13
-6,39,12
16,53,-9
20,63,-26
21,63,-18
18,49,15
17,24,47
2,12,54
-9,-8,55
-19,-37,51
-37,-47,25
-53,-17,0
-26,53,-9
-2,97,2
32,103,31
42,86,69
31,58,86
-1,21,78
-32,-3,59
-47,-21,38
-61,-33,30
-64,-13,24
-48,-3,20
-4,48,33
28,84,51
36,97,62
38,98,64
17,80,81
-16,44,72
-30,30,63
-36,23,56
-28,4,44
-18,11,17
-15,44,0
17,74,-8
51,89,-8
54,93,6
48,71,43
34,42,69
26,27,78
-7,11,71
-36,-11,57
-47,-20,59
-56,-22,58
-56,4,50
-6,37,33
37,57,15
55,63,6
56,81,-3
57,96,14
51,82,39
25,67,44
-6,19,33
-45,-21,29
-50,-24,32
-39,-22,23
-28,-23,14
18,-2,14
60,31,15
91,61,6
86,63,7
54,66,31
19,57,24
5,21,18
-17,-17,21
-21,-28,6
-24,-30,-9
-24,-19,-7
-11,7,4
4,45,-5
12,63,-10
24,53,19
24,31,51
9,-6,73
-19,-39,64
-30,-70,31
-31,-75,1
-27,-45,-20
-9,9,4
20,52,17
42,65,19
33,57,25
14,54,54
-30,-20,37
-48,-31,23
-40,-35,5
-32,-34,-3
-16,-21,-21
14,22,-32
26,65,-25
35,67,-14
49,67,9
29,45,33
-12,13,48
-33,15,53
-47,11,43
-39,23,26
-15,32,5
15,37,11
48,55,30
80,58,43
88,57,54
88,53,71
77,36,76
49,4,82
20,-26,69
-2,-32,34
0,-22,6
8,5,-9
13,41,-21
13,53,-27
19,66,-17
24,73,3
9,64,13
-2,56,25
-17,34,30
-35,-11,26
-44,-46,14
-46,-47,-7
-45,-45,-26
-11,42,-28
33,101,-30
52,122,-23
60,123,-18
46,86,15
0,65,30
-55,17,39
-84,-14,28
-80,-35,6
-74,-59,-16
-53,-64,-25
-21,-32,-29
-14,2,-34
4,17,-34
14,33,-22
11,50,-1
-9,22,11
-45,-49,30
-54,-66,31
-32,-69,13
-9,-39,-23
14,8,-42
39,35,-36
24,31,-7
4,14,17
-1,3,45
-25,-13,46
-54,-32,33
-47,-51,13
-21,-43,-12
9,-3,-24
53,41,-22
71,69,-15
69,80,7
65,81,24
37,50,22
23,23,27
-1,-8,24
-18,-30,12
-25,-40,-3
-21,-43,-9
-16,-52,-26
12,-23,-43
29,17,-46
37,49,-15
27,53,35
16,28,57
-7,2,73
-47,-18,64
-55,-35,38
-34,-22,4
-21,24,-5
4,75,7
36,104,30
65,134,43
72,158,59
68,157,77
35,134,98
-28,103,101
-72,67,90
-103,33,72
-147,5,78
-174,-1,107
-174,16,121
-182,16,105
-178,-12,104
-173,-56,120
-184,-120,112
-180,-143,103
-165,-184,61
-123,-202,10
-83,-234,-47
-31,-243,-111
14,-234,-135
43,-205,-124
85,-176,-102
112,-148,-87
109,-141,-77
93,-156,-85
75,-142,-91
72,-123,-93
81,-95,-111
81,-78,-113
80,-46,-106
92,-14,-102
115,44,-95
123,88,-76
108,108,-39
97,115,-15
69,89,3
41,38,13
15,7,-1
4,-1,-24
19,-9,-39
26,-53,-47
41,-23,-61
46,-7,-64
76,27,-36
90,65,-17
70,61,3
44,56,13
20,8,7
-12,-41,-11
-25,-61,-7
-39,-70,-2
-43,-70,1
-38,-49,-12
7,1,-18
43,7,-16
57,-14,-3
49,-23,6
39,-13,11
-1,-1,18
-25,-11,18
-37,-38,17
-40,-41,17
-16,-28,-8
9,-13,-39
26,24,-48
34,47,-36
18,58,-6
2,50,13
-11,30,16
-46,0,3
-55,-44,-12
-55,-43,-23
-36,-41,-28
-28,-26,-29
8,1,-43
16,23,-29
-4,21,-9
-19,3,-2
-25,-22,0
-39,-61,4
-53,-86,-6
-54,-80,-32
-43,-64,-49
-19,-32,-56
-7,-11,-60
18,-1,-58
43,15,-44
41,22,-23
23,16,-12
-3,3,6
-43,-35,11
-74,-58,3
-77,-78,-17
-80,-88,-48
-63,-74,-75
-19,-44,-65
9,1,-51
18,25,-47
24,31,-30
16,35,-22
0,19,-20
-43,-20,-17
-74,-58,-31
-73,-82,-42
-59,-97,-46
-41,-70,-59
-17,-8,-75
-11,24,-58
-17,14,-30
-6,-20,-22
-1,-34,-17
-18,-64,-3
-61,-112,13
-93,-129,11
-102,-117,-11
-106,-106,-20
-115,-97,-34
-92,-78,-41
-38,-41,-39
-3,-9,-27
13,16,-7
9,18,-1
-21,-9,-2
-71,-37,-15
-91,-83,-23
-85,-119,-38
-77,-116,-44
-61,-87,-43
-16,-44,-46
5,-22,-12
15,-15,-10
-4,-12,2
-41,-48,11
-65,-96,14
-87,-118,6
-92,-110,-27
-86,-94,-68
-79,-82,-83
-37,-64,-82
-3,-36,-77
4,-8,-71
0,-8,-53
5,-24,-25
-17,-59,-8
-55,-117,-10
-72,-158,-20
-65,-162,-43
-64,-139,-45
-54,-107,-54
-31,-57,-63
3,-25,-66
33,-7,-59
48,-5,-54
29,-12,-42
-7,-28,-45
-34,-66,-40
-48,-98,-23
-44,-101,-42
-26,-101,-78
-11,-83,-102
12,-51,-101
34,-33,-65
33,-30,-26
28,-37,-19
18,-45,2
-3,-70,13
-27,-93,2
-37,-98,-3
-49,-101,-22
-53,-88,-47
-46,-61,-74
-27,-26,-93
-1,-24,-77
8,-39,-55
-4,-55,-48
-29,-83,-41
-59,-101,-19
-73,-105,-15
-76,-108,-48
-66,-105,-87
-30,-73,-103
-12,-56,-100
19,-20,-94
33,-3,-77
-16,-42,-40
-36,-57,-21
-62,-82,-25
-77,-109,-54
-82,-132,-79
-69,-134,-92
-59,-128,-96
-30,-96,-93
-13,-63,-63
-9,-32,-52
-6,-16,-44
-7,-19,-45
-11,-53,-31
-22,-86,0
-26,-96,14
-53,-100,11
-78,-104,-5
-91,-113,-6
-94,-93,-31
-76,-62,-55
-47,-50,-60
-20,-25,-50
9,1,-25
21,11,-9
10,-16,-8
-15,-74,0
-46,-123,11
-68,-132,-10
-68,-125,-37
-60,-111,-48
-38,-58,-51
-26,-17,-49
3,-3,-23
6,-5,-12
-9,-9,-18
-28,-18,-12
-61,-35,-10
-85,-72,-37
-94,-88,-77
-88,-85,-87
-81,-79,-87
-46,-66,-54
-31,-14,-39
-10,3,-50
0,-1,-51
21,-3,-49
18,-21,-17
4,-58,-8
-11,-87,-9
-34,-99,-15
-70,-98,-16
-78,-106,-40
-51,-110,-60
-30,-74,-67
9,-19,-70
44,27,-64
34,-6,-30
9,-44,-9
-19,-76,-2
-38,-106,-9
-45,-95,-26
-35,-76,-53
-24,-50,-83
-17,-21,-91
1,-6,-67
9,1,-44
19,-12,-31
9,4,-4
-23,11,9
-53,-42,12
-60,-67,-5
-60,-74,-12
-58,-72,-22
-41,-56,-21
-10,-25,-27
21,-4,-47
34,1,-46
18,-4,-30
-15,-22,-10
-58,-36,-5
-79,-68,-23
-64,-87,-42
-47,-88,-68
-37,-84,-76
-46,-67,-63
-35,-36,-39
-10,-2,-44
1,17,-39
17,21,-38
17,8,-37
-19,-42,-30
-50,-101,-19
-82,-122,3
-82,-111,2
-82,-98,-27
-60,-55,-43
-18,-9,-36
39,28,-43
64,38,-43
68,40,-41
31,10,-24
0,-36,-12
-31,-69,-16
-42,-81,-21
-64,-91,-35
-80,-101,-33
-70,-95,-46
-31,-76,-50
-12,-63,-43
15,-44,-38
19,-18,-28
24,-16,-35
12,-15,-32
-58,-78,-48
-87,-96,-52
-88,-99,-34
-84,-73,-34
-66,-21,-64
-35,-6,-72
-17,8,-71
-19,9,-52
-35,-16,-34
-52,-55,-25
-57,-69,-20
-88,-111,-9
-112,-126,-4
-113,-117,-27
-108,-106,-69
-101,-87,-79
-71,-74,-80
-28,-77,-71
1,-84,-59
-1,-78,-58
12,-67,-45
17,-58,-37
-7,-53,-18
-50,-89,-1
-73,-124,-17
-80,-133,-23
-97,-135,-25
-105,-132,-49
-100,-103,-69
-68,-66,-82
-34,-56,-77
-16,-45,-53
-7,-38,-39
-20,-27,-21
-29,-33,-6
-49,-57,10
-72,-84,5
-83,-105,-19
-73,-109,-29
-48,-109,-42
-24,-86,-60
-12,-62,-57
-10,-43,-40
-2,-42,-40
0,-44,-32
-39,-60,-30
-76,-90,-33
-113,-103,-46
-120,-97,-73
-104,-85,-94
-92,-86,-109
42,-77,-91
-2,-48,-84
-21,-32,-83
-20,-23,-53
-29,-47,-12
-70,-80,5
-91,-104,-7
-75,-78,-34
-54,-41,-54
-31,24,-71
-19,52,-159
-29,82,-73
-39,85,-24
-60,83,34
-106,69,67
-139,22,73
-175,-21,76
-183,-36,72
-208,-36,70
-219,-34,56
-212,-44,47
-191,-44,56
-195,-46,72
-188,-75,83
-186,-122,73
-178,-173,41
-149,-211,-17
-103,-251,-80
-71,-275,-120
-60,-298,-149
-51,-261,-183
-31,-230,-191
-15,-208,-168
1,-188,-149
33,-197,-131
29,-197,-117
1,-179,-119
-5,-153,-115
9,-128,-100
1,-100,-93
-4,-45,-100
-6,-19,-102
37,11,-97
83,33,-83
92,57,-60
77,86,-39
69,89,-20
48,58,-12
36,41,-38
2,12,-47
-32,-14,-60
-49,-23,-61
-57,-12,-68
-37,4,-77
-27,11,-87
3,34,-87
18,38,-82
29,20,-69
26,-16,-59
13,-42,-37
3,-46,-22
-14,-45,-14
-34,-66,-11
-52,-85,-15
-54,-79,-38
-36,-53,-63
6,-31,-66
16,-27,-55
2,-30,-19
-15,-39,12
-42,-47,17
-58,-63,6
-69,-84,-12
-86,-79,-44
-89,-73,-56
-80,-74,-60
-59,-65,-58
-23,-24,-53
5,8,-27
25,15,-19
22,13,-9
-1,-5,-15
-29,-45,-31
-58,-70,-55
-81,-70,-53
-92,-67,-50
-93,-62,-46
-62,-68,-59
-19,-48,-67
21,-10,-69
30,23,-64
8,26,-34
-8,1,-17
-38,-38,-9
-49,-54,-4
-77,-89,-21
-82,-93,-43
-81,-84,-56
-76,-75,-59
-71,-73,-56
-49,-45,-56
-19,-7,-51
-1,4,-46
-3,-3,-26
-9,-5,-17
-41,-43,-10
-97,-96,-15
-128,-100,-19
-116,-83,-18
-105,-71,-31
-92,-59,-35
-67,-21,-41
-39,15,-34
-31,26,-35
-17,29,-31
-12,4,-28
-26,-24,-26
-50,-41,-13
-82,-65,-22
-71,-84,-53
-48,-77,-63
-15,-43,-68
11,2,-66
13,19,-54
18,16,-35
20,14,-25
9,-14,-6
-40,-45,9
-78,-72,-3
-91,-105,-11
-101,-114,-13
-90,-119,-28
-81,-116,-38
-60,-122,-40
-33,-122,-37
3,-89,-31
19,-107,-38
19,-76,-51
1,-58,-53
-30,-63,-42
-51,-69,-6
-83,-91,9
-106,-129,3
-132,-155,-18
-138,-148,-38
-112,-118,-70
-72,-83,-93
-45,-59,-66
-38,-57,-41
-38,-60,-44
-55,-70,-41
-76,-97,-37
-122,-111,-43
-149,-114,-50
-135,-134,-69
-107,-144,-78
-66,-119,-75
-44,-83,-66
-21,-62,-58
-25,-43,-61
-24,-29,-43
-24,-7,-17
-44,-23,-13
-66,-57,-28
-99,-73,-49
-109,-76,-56
-107,-70,-85
-98,-60,-94
-56,-34,-94
0,4,-87
18,22,-87
5,34,-92
3,39,-74
-22,6,-53
-59,-23,-51
-88,-52,-47
-100,-61,-64
-91,-66,-88
-91,-55,-115
-41,-27,-126
-1,-24,-124
12,-12,-115
21,-11,-85
1,-54,-64
-44,-99,-60
-84,-134,-74
-101,-147,-81
-105,-122,-77
-101,-105,-95
-57,-66,-99
-16,-41,-131
-5,-17,-114
-10,-17,-80
-15,-33,-57
-35,-56,-31
-77,-96,-19
-74,-122,-26
-70,-125,-45
-86,-99,-78
-98,-66,-101
-56,-40,-101
-28,-12,-85
-35,2,-79
-29,-17,-53
-68,-55,-21
-90,-95,-31
-102,-112,-59
-103,-114,-69
-115,-106,-74
-101,-91,-89
-62,-54,-104
-42,-35,-105
-17,-15,-87
-5,-12,-60
-16,-32,-31
-26,-39,-25
-54,-54,-21
-79,-90,-31
-92,-120,-44
-114,-123,-62
-127,-121,-83
-126,-114,-109
-106,-81,-115
-66,-42,-106
-37,-21,-69
-30,-26,-36
-47,-33,-15
-79,-46,3
-106,-83,0
-120,-112,-9
-133,-103,-17
-143,-101,-36
-122,-93,-58
-67,-52,-49
-71,-28,-32
-69,-16,-13
-64,-16,-3
-62,-40,-4
-79,-52,-9
-111,-66,-44
-132,-94,-81
-120,-93,-108
-108,-87,-115
-85,-61,-126
-65,-34,-129
-44,-33,-107
-40,-43,-68
-37,-43,-53
-42,-61,-56
-72,-95,-58
-98,-100,-61
-97,-111,-85
-91,-110,-91
-97,-120,-107
-94,-88,-111
-75,-54,-95
-34,-30,-70
-13,-18,-55
7,-1,-29
0,-4,-13
-40,-30,-19
-64,-69,-26
-70,-93,-22
-95,-96,-30
-101,-138,-51
-110,-98,-58
-103,-64,-65
-63,-21,-73
-42,0,-72
-10,32,-80
-1,52,-80
-14,56,-56
-19,55,-42
-29,44,-31
-42,0,-19
-56,-56,-18
-67,-92,-29
-73,-100,-46
-85,-106,-67
-74,-90,-69
-43,-49,-53
-26,-28,-43
-15,-13,-48
-27,-10,-38
-30,-15,-40
-35,-16,-39
-51,-37,-48
-73,-74,-37
-80,-87,-30
-91,-97,-33
-88,-104,-54
-87,-104,-75
-82,-99,-86
-33,-46,-93
-10,-16,-85
1,-2,-77
6,12,-59
-36,-58,-57
-53,-86,-53
-81,-110,-37
-100,-106,-44
-102,-94,-82
-78,-84,-97
-31,-63,-92
5,-35,-74
21,-17,-61
23,-9,-52
3,-5,-48
-31,-17,-47
-44,-29,-43
-74,-33,54
-101,-57,-7
-114,-83,-24
-116,-84,-24
-110,-80,-48
-76,-78,-56
-33,-67,-71
-3,-34,-64
9,-11,-59
10,3,-40
10,10,-29
9,15,-5
-4,4,-7
-9,-31,-36
-36,-45,-46
-61,-62,-55
-69,17,-72
-85,-55,-92
-80,-62,-83
-74,-62,-62
-64,-46,-49
-43,-23,-52
-31,-12,-46
-41,-6,-41
-74,-15,-37
-101,-31,-36
-128,-72,-34
-134,-87,-31
-147,-116,-25
-164,-134,-45
-174,-142,-71
-151,-127,-87
-114,-100,-96
-76,-62,-100
-55,-42,-96
-36,-23,-88
-26,-22,-74
-21,-16,-77
-25,-12,-74
-49,-44,-72
-80,-87,-59
-88,-115,-58
-80,-130,-77
-82,-113,-98
-69,-83,-97
-41,-53,-85
-26,-37,-74
-1,-16,-68
-4,-19,-54
-6,-25,-56
-19,-27,-54
-38,-38,-52
-87,-106,-59
-104,-130,-66
-121,-121,-61
-110,-93,-74
-86,-55,-89
-59,-34,-94
-44,-29,-83
-39,-39,-60
-35,-41,-46
-46,-56,-28
-73,-88,-19
-81,-97,-14
-91,-122,-28
-98,-131,-39
-97,-124,-60
-121,-114,-66
-125,-97,-85
-121,-55,-94
-82,-33,-93
-51,-4,-61
-45,12,-43
-57,6,-38
-70,-5,-34
-103,-44,-25
-131,-65,-36
-131,-65,-58
-124,-42,-71
-114,-29,-73
-97,7,-70
-72,44,-55
-72,82,-35
-68,95,-24
-72,109,-6
-83,96,27
-102,64,44
-144,18,36
-156,-3,30
-191,-56,19
-236,-104,38
-267,-133,43
-285,-154,20
-279,-155,9
-273,-148,11
-246,-140,17
-191,-140,-12
-123,-156,-47
-74,-199,-82
-69,-255,-97
-96,-312,-122
-104,-348,-159
-95,-343,-188
-74,-312,-206
-28,-271,-215
25,-228,-223
52,-192,-212
78,-157,-194
88,-117,-184
88,-106,-162
71,-96,-144
10,-85,-136
-6,-77,-142
2,-57,-145
27,-20,-136
38,-2,-125
44,24,-117
31,45,-98
20,65,-81
9,50,-56
-12,16,-23
-21,0,-7
-36,-28,0
-45,-46,-22
-52,-61,-67
-43,-68,-89
-24,-50,-121
-20,-29,-120
-12,1,-110
2,24,-102
9,34,-85
9,13,-73
-17,-4,-62
-66,-36,-59
-98,-54,-53
-101,-68,-51
-107,-71,-58
-91,-63,-79
-44,-58,-80
-22,-29,-79
-15,-9,-73
-28,-11,-77
-49,-16,-60
-56,-17,-49
-84,-39,-38
-14,-64,-52
-83,-72,-47
-105,-87,-56
-117,-92,-65
-107,-88,-71
-79,-60,-74
-43,-41,-77
-7,-19,-74
9,-8,-57
-4,-24,-48
-10,-29,-41
-45,-62,-36
-85,-87,-46
-98,-101,-58
-99,-101,-67
-93,-119,-68
-87,-110,-65
-67,-68,-84
-55,-46,-88
-31,-14,-94
-14,1,-86
-6,8,-78
-14,12,-74
-36,-7,-60
-51,-66,-25
-54,-105,-9
-123,-101,-41
-138,-98,-74
-138,-91,-85
-109,-61,-96
-56,-42,-103
-29,-31,-101
-18,-36,-87
-26,-41,-53
-29,-40,-34
-61,-51,-5
-94,-75,8
-104,-81,14
-122,-86,0
-143,-103,-23
-140,-120,-56
-123,-109,-102
-110,-98,-117
-158,-54,-106
-69,-30,-97
-34,-17,-88
-38,-6,-74
-48,-7,-58
-45,-43,-48
-56,-77,-40
-88,-100,-36
-100,-101,-41
-110,-99,-64
-100,-83,-76
-68,-47,-84
-59,-27,-77
-66,-24,-66
-51,-33,-43
-40,-59,-13
-72,-89,-26
-96,-112,-33
-111,-120,-32
-112,-117,-29
-116,-98,-59
-92,-92,-91
-51,-60,-107
-35,-26,-105
-26,-9,-99
-31,-5,-83
-31,-11,-66
-29,-14,-55
-26,-11,-42
-55,-43,-23
-94,-77,-21
-113,-108,-29
-116,-117,-43
-110,-104,-50
-87,-73,-59
-65,-43,-69
-55,-24,-71
-54,-25,-67
-67,-44,-42
-70,-67,-37
-67,-73,-44
-94,-71,-45
-126,-67,-43
-145,-58,-73
-130,-83,-96
-101,-76,-108
-78,-60,-123
-59,-42,-111
-46,-37,-90
-48,-53,-73
-84,-86,-54
-116,-117,-60
-118,-134,-82
-101,-131,-125
-87,-108,-130
-69,-52,-133
-31,-6,-156
9,21,-146
3,25,-114
-6,-15,-90
-9,-55,-65
-12,-71,-70
-38,-83,-69
-64,-106,-90
-64,-108,-109
-64,-106,-130
-41,-73,-125
2,-42,-126
-3,-43,-101
-5,-29,-83
-15,-22,-92
-46,-59,-89
-74,-94,-72
-79,-104,-60
-81,-118,-65
-81,-119,-85
-51,-87,-96
-17,-57,-79
-8,-44,-72
-6,-42,-67
-4,-38,-62
-3,-42,-50
2,-49,-45
-29,-57,-52
-73,-95,-61
-97,-125,-70
-113,-115,-78
-110,-108,-95
-103,-90,-118
-77,-40,-123
-45,-19,-135
-21,-29,-128
-16,-46,-100
-31,-76,-85
-66,-118,-72
-89,-132,-57
-92,-122,-69
-102,-103,-82
-83,-76,-101
-66,-48,-108
-48,-40,-73
-36,-29,-53
-55,-25,-40
-91,-63,-48
-117,-113,-49
-126,-121,-49
-113,-106,-75
-99,-89,-106
-76,-64,-121
-62,-50,-122
-25,-13,-102
3,19,-83
10,18,-66
-4,-22,-45
-26,-78,-25
-34,-99,-14
-57,-104,-7
-66,-100,-32
-69,-106,-55
-66,-103,-63
-56,-91,-60
-29,-88,-66
-15,-82,-65
-11,-58,-82
2,-30,-80
3,-16,-69
3,-9,-60
-3,-6,-43
-6,-7,-31
-55,-27,-28
-75,-55,-41
-85,-88,-66
-80,-113,-75
-66,-109,-95
-45,-74,-100
-34,-40,-85
-27,-23,-74
-13,-7,-46
-14,-12,-24
-37,-34,-34
-70,-61,-45
-83,-83,-55
-75,-101,-71
-55,-108,-86
-54,-125,-106
-48,-109,-109
-43,-60,-87
-17,-35,-73
-3,-24,-68
-1,-32,-72
-1,-34,-70
-16,-52,-55
-41,-78,-56
-50,-86,-53
-66,-101,-55
-81,-98,-51
-91,-95,-50
-93,-103,-67
-74,-111,-87
-62,-108,-92
-2,-71,-57
24,-69,-42
-4,-80,-45
-30,-86,-31
-40,-84,-23
-62,-96,-16
-90,-118,-24
-98,-120,-39
-97,-115,-56
-83,-96,-61
-73,-80,-63
-36,-73,-74
-17,-66,-75
18,-11,-70
15,-4,-61
-9,-16,-44
-19,-20,-14
-37,-37,1
-77,-52,-14
-113,-77,-55
-111,-90,-63
-90,-102,-90
-59,-89,-94
-18,-40,-91
3,-23,-93
13,-14,-89
4,-25,-73
-2,-42,-50
-20,-51,-28
-27,-52,-17
-65,-74,-27
-79,-91,-41
-98,-93,-45
-88,-87,-55
-77,-68,-69
-65,-48,-81
-44,-32,-68
-13,-27,-58
2,-34,-57
1,-33,-49
-11,-54,-40
-56,-95,-44
-73,-108,-43
-91,-113,-56
-82,-106,-71
-73,-97,-74
-85,-93,-86
-61,-66,-111
-46,-50,-117
-34,-28,-106
-20,-27,-101
-2,-32,-82
0,-43,-75
-16,-58,-64
-36,-79,-56
-57,-95,-55
-64,-97,-52
-81,-114,-52
-85,-102,-67
-83,-91,-96
-42,-52,-104
2,-23,-118
20,-13,-112
27,-8,-104
-9,-8,-57
-54,-48,-26
-83,-76,-28
-88,-84,-52
-85,-83,-70
-70,-70,-92
-37,-45,-114
0,-38,-125
8,-46,-107
0,-59,-78
-13,-69,-52
-44,-101,-42
-74,-129,-46
-80,-146,-54
-72,-149,-83
-72,-144,-101
-64,-124,-115
-20,-102,-124
18,-78,-106
23,-84,-62
-2,-82,-39
-28,-120,-40
-60,-124,-34
-73,-118,-33
-63,-115,-51
-49,-106,-57
-21,-70,-81
1,-42,-97
5,-26,-89
-1,-23,-73
-11,-38,-67
-32,-75,-71
-53,-117,-90
-82,-145,-102
-103,-121,-91
-78,-88,-101
-31,-60,-114
10,-37,-117
41,-21,-127
46,-14,-116
11,-13,-90
-27,-58,-64
-51,-101,-56
-65,-118,-60
-82,-115,-78
-86,-97,-100
-66,-87,-122
-35,-56,-128
-14,-35,-110
6,-13,-89
15,-3,-75
-24,15,-14
-65,-4,13
-95,-16,2
-108,4,-17
-101,25,-32
-68,37,-28
-50,49,3
-79,48,39
-116,35,69
-162,13,89
-210,-44,114
-247,-113,125
-266,-165,87
-261,-221,31
-275,-234,-24
-273,-223,-91
-215,-202,-162
-77,-209,-192
-8,-229,-176
17,-238,-164
21,-239,-174
1,-251,-182
-21,-252,-168
-30,-239,-153
-8,-227,-151
13,-200,-161
23,-177,-157
27,-124,-156
60,-58,-146
72,-25,-133
98,0,-130
117,5,-109
119,7,-95
118,30,-69
95,61,-54
80,72,-44
43,61,-44
-2,15,-55
-21,-19,-67
-28,-33,-69
-8,-45,-82
10,-6,-89
29,29,-82
46,34,-70
43,50,-62
46,65,-58
50,38,-45
6,-9,-47
-26,-44,-51
-29,-65,-56
-29,-71,-72
-32,-65,-76
-45,-58,-82
-35,-64,-75
25,-42,-83
65,2,-78
65,10,-60
50,-6,-30
41,-19,-32
4,-30,-28
-17,-61,-30
-24,-96,-56
-26,-107,-64
-30,-110,-65
-11,-94,-62
-2,-82,-57
30,-65,-70
49,-45,-76
41,-6,-77
21,13,-58
3,12,-27
-6,11,-12
-15,-22,-14
-32,-64,-51
-56,-72,-78
-64,-72,-87
-55,-74,-71
-32,-65,-74
4,-45,-98
24,-46,-105
41,-53,-94
37,-57,-82
26,-60,-76
21,-58,-70
-10,-73,-50
-52,-104,-52
-82,-124,-54
-91,-126,-52
-86,-114,-66
-63,-111,-85
-36,-88,-88
-22,-72,-85
0,-66,-74
12,-47,-41
13,-4,-24
11,-19,-25
-1,-57,-20
-21,-80,-19
-47,-96,-29
-55,-105,-43
