lead1,lead2,lead3
-11,4,9
13,20,10
36,46,-7
41,55,8
41,39,20
44,18,26
34,-19,30
21,-42,32
4,-28,27
-10,3,21
-16,18,21
0,21,13
4,47,3
9,78,7
28,102,39
27,119,70
18,111,83
-15,86,83
-60,47,93
-77,27,93
-110,7,78
-151,-21,63
-183,-41,68
-209,-54,79
-209,-55,79
-169,-66,64
-128,-73,46
-91,-71,31
-54,-68,12
-28,-91,-17
-18,-121,-38
-17,-155,-47
-29,-182,-67
-33,-179,-85
-25,-169,-89
-13,-139,-81
-16,-103,-78
-6,-66,-89
34,-41,-102
85,-29,-95
110,-18,-67
104,-4,-47
89,4,-44
66,-6,-38
39,-21,-44
25,-26,-42
24,-23,-38
35,2,-15
42,38,-7
42,59,-13
76,96,-21
101,117,-15
103,114,6
85,122,15
68,106,23
55,87,37
46,70,42
40,36,37
16,-2,30
5,-6,10
0,-7,1
-4,15,-10
0,29,-24
18,34,-21
34,40,-7
54,43,-3
56,46,14
55,51,31
45,51,38
36,49,36
22,25,26
19,-12,13
18,-27,7
13,-40,-2
11,-44,-5
-22,-24,-21
-20,-16,-34
-22,-14,-33
-30,-32,-28
-41,-34,-50
5,-16,-50
15,9,-56
19,21,-56
23,42,-54
49,66,-43
68,71,-35
67,56,-13
45,44,10
30,9,16
23,-8,18
4,-31,9
-16,-36,6
-20,-25,0
-20,-18,-6
-12,1,-8
-6,23,-27
-4,26,-35
-2,0,-26
1,-12,-20
14,0,-24
24,14,-18
20,8,8
18,5,20
11,9,31
12,12,35
-2,-6,26
-16,-34,17
-21,-45,20
-27,-53,21
-26,-55,5
3,-16,-12
19,9,-14
26,20,-15
31,19,-16
31,18,-116
29,12,-53
-55,-38,-27
-48,-33,-36
-51,-40,-30
-64,-64,-32
-60,-88,-36
-42,-72,-26
-27,-60,-37
-38,-59,-57
-41,-42,-68
-22,-21,-54
6,1,-26
23,15,-7
16,13,8
4,20,25
-14,13,29
-23,-13,24
-36,-39,8
-35,-28,-15
-36,-21,-19
-28,-14,-23
5,3,-30
14,29,-26
23,57,-5
24,50,1
-9,25,8
-32,-10,15
-42,-44,4
-57,-54,-14
-63,-46,-35
-63,-24,-59
-38,8,-68
-5,23,-55
8,31,-37
12,41,-27
14,23,-1
2,3,16
-7,-25,21
-19,-27,3
-31,-43,-11
-27,-42,-11
-11,-28,-13
-11,-22,-20
2,9,-29
22,29,-26
33,26,-22
33,21,-5
31,27,21
29,25,39
12,9,32
-42,-12,2
-40,-34,-20
-28,-37,-15
-18,-24,-12
-11,-1,-22
9,14,-18
33,29,-5
42,37,-2
37,39,0
25,29,20
12,12,20
-13,14,3
-43,-8,-10
-60,-48,-5
-61,-65,-12
-53,-51,-26
-39,-34,-29
-19,0,-32
10,48,-33
20,61,-25
10,67,-15
13,59,-2
10,46,13
-15,24,25
-26,-7,27
-33,-20,27
-33,-36,22
-44,-38,15
-42,-31,5
-46,-35,-14
-31,-35,-31
-11,-24,-32
-2,-9,-28
11,-2,-24
5,10,-28
2,15,-28
-22,99,25
-46,111,67
-72,114,110
-98,93,111
-132,86,87
-142,69,70
-143,56,68
-136,28,62
-130,9,58
-129,-4,56
-113,-10,64
-69,-50,30
-54,-112,-10
-50,-170,-54
-38,-204,-62
-19,-205,-73
6,-166,-96
19,-111,-90
36,-84,-85
71,-74,-71
89,-53,-47
92,-23,-21
90,1,-19
89,16,-37
80,15,-48
62,16,-44
46,28,-43
43,50,-35
50,81,-36
70,102,-41
103,114,-33
103,125,-14
109,121,-5
71,89,11
43,66,13
29,49,6
20,39,3
7,30,4
-4,32,11
30,50,0
53,66,-8
50,66,-8
27,76,2
15,76,-2
4,27,20
-3,-1,14
-4,4,8
-1,-6,-3
11,-14,-10
40,5,7
53,21,7
40,41,15
43,52,26
48,61,45
44,43,49
29,22,48
5,19,40
2,27,30
-1,19,12
1,8,8
28,-4,4
42,30,3
61,48,6
69,40,7
76,32,8
67,29,24
40,16,50
20,-19,60
-84,-36,46
-20,-34,29
22,-21,18
46,1,28
55,4,30
63,-2,16
64,7,19
44,0,27
36,-11,58
34,-18,69
29,-23,58
3,-27,29
-19,-22,2
-10,-12,-3
8,4,-7
16,29,-26
35,35,2
49,29,25
41,21,34
21,2,50
-3,-16,52
-21,-33,38
-5,-29,24
23,-25,8
21,-5,4
22,21,10
47,45,17
70,65,7
62,63,2
40,48,13
20,32,25
-3,10,26
-13,-24,21
-35,-33,0
-41,-29,-16
-40,-31,-15
-48,-31,-21
-36,-10,-33
-10,21,-33
-2,34,-21
-18,22,-6
-20,3,-4
-38,-21,9
-43,-26,18
-57,-29,12
-46,-35,0
-36,-27,-1
-30,-21,-9
-20,-20,-12
-6,-25,-28
14,-1,-33
23,10,-13
21,5,18
6,4,34
-17,-7,43
-35,-31,48
-62,-43,24
-43,-53,-1
-28,-47,-9
-16,-48,-23
-20,-24,-33
-6,8,-16
0,25,-6
-4,40,-15
6,26,-12
1,-7,14
-47,-33,8
-67,-50,-12
-73,-69,-20
-56,-66,-18
-32,-50,-14
-10,-28,-23
1,0,-15
22,18,-9
38,29,-2
31,29,7
17,-21,2
14,-23,-8
19,-26,-10
27,-15,-1
28,-25,-3
42,26,-21
60,49,-26
67,45,-21
58,38,24
27,34,47
3,20,43
-15,10,31
-24,11,7
-7,16,-20
17,12,-29
28,26,-24
45,65,-26
48,75,-22
46,67,-13
29,65,4
23,46,27
8,17,26
-12,-4,12
4,-19,-6
4,-21,-26
-3,-3,-35
21,19,-35
42,16,-36
43,12,-22
29,34,-11
20,45,-7
22,32,-5
8,12,-5
-20,-6,-3
-35,-21,3
-30,-29,-3
-34,-25,-22
-20,-8,-35
10,29,-32
38,64,-37
44,60,-5
36,53,11
32,48,7
18,14,-6
1,-13,0
-35,-12,-12
-36,-18,-13
-13,-25,-12
3,-4,-11
14,5,-22
23,14,-11
24,29,-27
10,30,-21
-7,34,10
-13,16,15
-19,-3,-2
-3,0,-9
9,3,-10
13,5,-16
30,35,-8
37,47,7
24,55,8
9,57,25
12,38,40
19,19,28
18,5,18
4,5,-4
-31,24,-15
-34,36,-16
-8,37,-20
26,34,-9
43,41,3
61,35,33
44,9,44
14,6,45
-27,-13,41
-41,-23,47
-32,-11,44
-12,12,24
2,32,1
20,32,-23
38,35,-28
45,53,-22
49,49,-16
49,36,-11
40,17,-10
21,0,-13
-5,-28,-10
-7,-38,-10
-10,-37,-17
-9,-33,-35
11,-8,-50
30,24,-57
28,47,-46
15,44,3
4,30,29
2,22,39
-7,11,36
-30,21,12
-43,19,-20
-33,-7,-18
-19,-14,-11
-3,3,-17
13,24,-8
7,35,-12
7,25,-2
29,23,20
4,15,20
-14,0,14
-24,-26,-9
-5,-21,-7
4,-11,-16
27,-5,-24
34,18,-26
40,43,-5
48,48,8
43,44,22
38,40,27
30,38,40
12,22,45
-19,4,39
-32,-4,35
-34,-11,25
-25,-18,11
-24,-25,-17
-8,0,-13
0,12,-31
4,17,-37
3,15,-30
10,14,-15
13,15,7
14,15,16
0,3,28
-6,-7,37
-23,-9,31
-29,-9,27
-37,-6,10
-39,5,-16
-39,9,-26
-37,10,-29
-25,-1,-28
4,8,-23
18,1,-8
39,12,11
47,17,19
63,40,15
55,48,13
54,50,33
55,41,39
31,28,30
-4,11,38
-22,-9,27
-29,-17,3
-32,-32,-8
-4,-50,-21
21,-23,-38
30,20,-32
33,27,-20
34,30,-14
29,29,0
-14,-11,40
-38,-17,44
-27,-16,30
-21,-18,10
0,18,13
8,34,11
22,36,32
11,28,42
-13,-1,42
-27,-37,50
-37,-44,49
-20,-42,20
0,-33,-8
16,-11,-27
32,-2,-21
33,8,-9
36,19,12
34,14,17
8,6,23
-33,-13,12
-58,-31,4
-61,-18,6
-42,-10,11
-29,-3,-10
-22,3,-6
17,10,-14
31,20,-15
16,27,-7
6,34,7
10,37,0
1,26,9
-3,-1,27
-3,-12,30
-10,-16,19
-27,-38,10
-2,-22,13
19,4,16
37,24,1
38,25,-4
32,11,5
35,1,3
7,-17,4
-21,-39,-2
-25,-45,-2
-23,-54,-8
-12,-55,-15
17,-20,-32
29,-2,-27
39,30,-25
40,23,-30
30,16,-14
27,24,13
17,30,42
9,22,36
-13,23,21
-23,28,6
-12,53,1
12,93,4
25,133,24
0,137,50
-44,120,86
-87,84,90
-129,50,88
-154,4,82
-173,-23,69
-185,-46,60
-188,-59,42
-182,-64,49
-172,-62,42
-116,-67,24
-50,-75,-4
-4,-87,-21
12,-107,-37
10,-137,-54
-3,-169,-67
3,-176,-83
11,-140,-74
31,-110,-73
56,-80,-98
74,-56,-108
93,-48,-106
107,-51,-71
103,-32,-22
86,-16,-14
74,-8,-9
50,0,-28
44,11,-34
42,30,-17
-31,39,-16
42,53,-12
74,80,-12
92,102,-5
116,100,4
114,82,3
97,79,-2
77,68,11
42,46,25
17,32,5
11,37,-21
15,34,-32
6,23,-24
7,22,-28
25,39,-41
42,37,-25
45,30,10
47,34,37
57,29,46
33,8,39
8,-1,29
0,-2,11
4,-2,-2
2,2,-23
10,-3,-26
37,15,-21
40,26,5
43,35,18
42,30,0
13,5,2
-1,-9,4
-14,-7,-10
-18,-10,-21
-9,-8,-43
0,-1,-52
8,0,-48
14,-3,-50
22,0,-17
13,0,12
6,-15,15
-3,-19,15
-24,-12,4
-33,-10,-7
-30,-16,-18
-29,-20,-21
6,-6,-23
21,13,-12
16,24,-12
13,16,-18
10,4,-5
9,6,1
6,-45,-2
-5,-67,-2
-12,-63,-10
2,-47,-11
11,-37,-16
8,-21,-32
11,5,-46
21,15,-41
22,8,-31
21,-4,-14
29,-25,6
32,-16,23
32,86,13
91,11,-1
21,-36,-5
-8,-53,-24
-19,-70,-43
-14,-74,-29
1,-42,-19
10,-1,2
20,15,32
14,15,28
-7,20,19
-25,5,31
-17,-28,32
-8,-41,21
-3,-40,13
-7,-17,-2
13,-4,-14
40,0,-16
45,13,-2
31,16,3
16,-4,-4
-18,-54,6
-33,-74,11
-33,-47,-10
-30,-33,-22
-6,-8,-29
17,16,-26
25,18,-25
21,7,-13
15,4,9
-2,7,31
-28,4,34
-54,-8,37
-59,-23,9
-26,-27,-15
-27,-12,-20
-23,10,-9
1,22,-1
14,31,7
15,19,11
20,0,23
10,-15,27
-20,-37,20
-35,-57,21
-57,-73,19
-76,-85,12
-80,-67,-7
-56,-33,-16
-28,-1,-24
10,0,-28
20,4,-30
14,4,-10
11,-4,9
-8,-15,10
-24,-34,-5
-20,-37,-15
-8,-34,-27
0,-46,-45
43,-18,-41
58,7,-31
73,28,-15
73,26,-12
64,-5,-19
51,-17,-8
26,-24,-3
4,-28,-1
10,-25,2
22,-6,8
11,-7,16
2,3,3
11,34,-6
33,44,-19
53,49,-33
55,39,-35
12,-1,-23
-10,-34,-15
-21,-40,-9
-28,-45,-20
-24,-42,-38
-4,-33,-61
15,-15,-45
16,11,-35
13,2,-24
19,5,-24
10,-10,-22
-8,-31,3
-16,-52,-2
-20,-53,5
0,-39,3
6,-32,-14
2,-16,-16
16,-2,-16
45,23,-24
58,40,-30
43,10,-18
12,-24,-10
3,-39,7
6,-43,16
-7,-33,10
-20,-15,-11
-6,-11,-24
17,-20,-32
29,-10,-36
38,21,-34
28,46,-33
32,31,-10
43,25,27
13,3,34
-23,-35,21
-40,-38,14
-29,-39,12
-18,-27,-1
-6,-5,-20
1,9,-34
9,8,-31
25,8,5
16,10,26
-9,5,42
-19,-26,38
-7,-43,33
-8,-25,13
-20,-28,-14
-11,-31,-27
1,-8,-20
38,28,-3
35,21,4
33,15,11
32,23,18
-5,-22,36
-22,-25,17
-20,0,-25
-28,12,-42
-1,34,-25
40,31,-11
56,12,10
30,10,16
-3,7,25
-11,-4,22
-23,-24,-2
-31,-39,-17
-25,-27,-23
-30,-15,-31
-2,-14,-26
15,11,-21
29,40,-20
21,36,-28
11,16,-16
2,5,7
-34,-12,23
-45,-37,23
-42,-57,11
-24,-56,-4
-15,-38,-46
32,3,-47
52,39,-22
58,53,-11
42,46,-6
16,40,-15
10,0,19
-19,-33,25
-49,-51,12
-36,-50,0
-18,-36,-8
-17,-30,-24
-28,-7,-30
-16,-3,-31
3,-6,-29
10,-6,-19
16,3,-2
6,10,23
8,-9,36
-2,-34,17
-25,-49,8
-41,-46,-8
-28,-31,-30
-25,-24,-27
-8,-8,-14
4,2,-7
9,9,1
24,-7,8
44,-19,12
29,-21,24
-18,-26,39
-40,-34,2
-31,-37,-21
-16,-12,-19
-8,-9,-16
11,-16,-9
23,5,-13
19,25,1
21,27,16
24,16,19
3,-11,9
-19,-25,2
-9,-27,-4
0,-38,-4
-8,-32,-7
4,-4,-23
26,16,-16
39,35,-21
40,31,-25
48,26,-3
53,29,14
39,26,16
12,7,20
-24,-5,33
-38,-28,1
-19,-9,-21
-25,15,-22
-8,35,-27
1,57,-26
-1,51,-20
-5,33,-15
-1,26,-16
-2,4,7
-48,-19,22
-55,-40,-1
-44,-47,-5
-24,-49,-2
-18,-30,5
-13,-7,-19
-10,-3,-32
-1,-13,-17
10,-46,0
14,-34,8
7,-15,11
-10,-15,-7
-44,-19,-28
-35,-30,-35
-30,-31,-29
-23,-33,-34
-4,-19,-38
6,7,-28
15,7,0
22,9,21
14,-7,14
7,-29,15
-20,-49,-12
-19,-40,-27
4,-12,-50
30,6,-44
53,6,-19
54,22,-5
45,40,5
40,44,13
12,-14,38
-9,-27,20
-11,-23,-2
-28,-19,-13
-49,-30,-18
-50,-22,-26
-17,20,-37
-1,34,-11
5,43,2
12,45,-10
4,37,-15
-17,-7,-5
-43,-28,-31
-38,-29,-32
-33,-28,-36
-21,-4,-41
-1,31,-33
17,67,-8
24,116,15
27,129,39
27,117,66
13,100,73
-30,88,72
-56,80,49
-94,61,43
-119,44,54
-116,25,65
-106,29,66
-100,39,69
-110,45,73
-150,6,107
-179,-25,133
-197,-61,131
-209,-96,112
-207,-112,84
-171,-132,41
-104,-170,-51
-54,-183,-106
1,-181,-127
24,-171,-135
15,-162,-123
17,-134,-99
25,-115,-77
37,-112,-63
-57,-135,-72
12,-127,-76
38,-90,-54
55,-44,-48
100,21,-56
117,61,-55
105,86,-44
90,67,-18
87,57,-4
87,38,2
69,25,-3
40,19,-6
36,27,-10
39,51,-25
55,74,-28
68,71,-22
84,68,-11
78,62,-4
63,59,22
39,46,34
18,32,44
-7,6,35
-8,9,14
16,5,0
28,11,-11
42,26,-30
46,36,-31
45,42,-16
26,44,-12
21,51,-14
26,50,6
27,47,15
28,37,35
13,-11,29
5,-32,25
-9,-52,6
-15,-53,-6
-8,-37,-19
4,-5,-17
16,17,-24
35,17,-13
42,14,14
58,12,25
55,5,33
25,0,25
-15,-17,3
-31,-42,0
-43,-42,3
-46,-42,-2
-42,-35,-37
-21,-28,-55
19,-4,-36
37,5,-10
23,13,-1
12,19,6
10,19,21
0,22,20
-23,-5,24
-46,-24,12
-54,-25,0
-40,-28,-7
-15,-8,-2
6,11,7
4,15,1
4,5,7
-6,-16,-10
-53,-24,-11
-88,-27,-7
-94,-23,-20
-92,-11,-22
-62,-5,-13
-4,18,-18
36,43,-41
48,70,-17
45,64,16
27,38,39
5,14,33
-35,-18,17
-55,-36,-3
-45,-21,-21
-38,-4,-23
-31,2,-26
-16,19,-32
-8,35,-19
7,54,-6
9,49,15
-1,26,19
10,27,10
2,25,1
-22,4,12
-37,-26,31
-42,-36,21
-35,-26,-12
-22,0,-30
-7,21,-30
2,18,-31
16,9,-11
30,-3,10
13,-5,32
31,-6,21
-13,-6,15
-48,-32,15
-49,-39,2
-42,-39,7
-43,-28,12
-28,-3,6
-18,30,8
3,43,19
10,64,23
-3,50,29
-16,32,37
-41,-1,50
-68,-21,49
-84,-34,26
-76,-45,-2
-45,-50,-18
-31,-36,-29
-18,0,-12
16,16,-2
10,7,12
-3,-8,26
-22,-44,23
-32,-52,30
-23,-35,26
-15,-5,4
1,2,-3
5,6,-16
9,8,-12
34,22,12
45,7,-6
37,-3,0
18,-9,7
-1,-26,2
-15,-47,6
-19,-47,-7
-13,-30,-21
-13,-28,-29
2,-12,-38
22,32,-31
43,44,-29
40,47,-18
33,39,-17
28,35,-9
15,27,-8
-2,17,-23
-19,4,-39
-6,-1,-32
-2,-2,-41
-1,14,-66
19,28,-73
27,33,-57
37,39,-46
40,42,-34
45,32,-18
38,17,1
21,-1,17
13,-8,20
3,-23,21
-18,-20,9
-27,-9,7
-26,-5,-5
-23,-4,-15
-8,-3,-19
4,13,-21
2,26,-29
15,25,-7
13,8,20
5,-1,32
-12,-3,24
-35,-21,8
-31,-50,4
-16,-49,-8
-8,-46,-27
4,-30,-36
10,-21,-47
21,-6,-55
24,13,-32
10,7,-13
-3,-1,6
-22,-26,0
-27,-41,-9
-15,-40,-3
-18,-26,-6
-14,-7,-15
0,22,-15
27,43,-6
52,61,5
58,47,11
33,21,23
21,12,20
10,8,18
-20,8,7
-44,-2,-3
-48,-29,-17
-39,-39,-10
-28,-31,-21
-16,1,-41
24,37,-36
52,45,-26
67,38,-12
62,44,13
49,54,15
8,31,8
-10,19,9
-46,5,9
-54,-9,9
-52,-4,-12
-31,-12,-23
-11,-6,-30
-2,1,-23
3,4,-18
16,18,-17
8,33,-19
-6,40,-5
-12,41,20
6,50,30
11,51,33
-14,21,24
-49,-27,3
-61,-42,-3
-60,-37,14
-47,-35,19
-19,-10,0
2,5,-11
25,30,-9
29,34,-11
21,40,2
10,20,25
5,-2,31
-6,-12,32
-30,-19,27
-45,-34,21
-46,-33,-6
-44,-31,-27
-48,-16,-34
-52,-5,-35
-29,0,-44
12,13,-34
30,26,-16
34,30,-7
23,18,13
12,13,36
-19,-23,30
-34,-49,12
-36,-61,-13
-38,-39,-30
-36,-27,-35
-10,-5,-35
17,17,-16
24,21,2
19,18,26
8,29,34
3,33,36
-3,36,20
-36,22,18
-34,15,17
-19,-5,8
-5,-13,-17
6,-8,-43
4,12,-46
4,41,-39
26,31,-26
51,19,3
44,10,9
10,-4,12
-33,-14,27
-49,-18,13
-54,-18,6
-7,-19,-13
15,-18,-21
27,-16,-26
46,-7,-33
59,-4,-36
62,18,-27
66,27,-21
50,37,-18
35,39,-4
27,35,20
2,15,32
-23,-1,44
-34,-28,43
-32,-32,26
-16,-28,15
-8,-30,1
6,-29,-5
15,-11,-7
11,19,-19
19,54,6
33,47,22
41,30,6
29,15,-9
-20,-14,-9
-46,-32,-5
-38,-33,-12
-12,-16,-14
-5,-19,-11
-14,-23,-4
13,7,-3
8,29,2
13,54,15
14,58,19
26,39,34
14,19,46
7,-9,36
0,-9,14
-7,7,-13
-20,12,-24
-12,15,-31
12,34,-20
31,57,-1
45,63,3
26,49,3
10,35,10
7,17,18
-14,0,10
-26,-13,0
-34,-25,-7
-44,-33,-2
-57,-45,-1
-44,-42,7
-13,-12,-4
10,4,-5
20,11,-5
26,1,-2
8,-4,-1
-8,-7,17
-20,-18,41
-19,-33,45
-28,-59,46
-45,-61,47
-30,-29,18
-4,-7,-4
15,12,-14
32,27,1
36,36,4
17,22,10
8,7,25
-1,-2,42
-17,-5,57
-22,-25,42
-10,-24,26
-4,-7,-3
3,1,-15
6,-8,-33
3,-16,-29
34,24,-27
45,29,-23
38,22,-3
32,22,3
21,19,1
0,2,12
-16,-23,18
-32,-43,-10
-28,-17,-27
-25,-6,-49
-19,0,-40
0,13,-29
23,35,-22
29,31,-5
18,24,99
14,-3,30
2,-10,6
-15,-19,-2
-29,-28,-14
-1,-13,-23
20,16,-44
38,46,-46
49,79,-22
45,88,16
43,95,46
14,98,68
-29,83,75
-41,67,76
-34,57,66
-70,40,54
-84,41,50
-79,46,52
-85,42,75
-115,9,96
-190,-47,95
-234,-100,80
-224,-143,68
-186,-165,44
-143,-172,-10
-102,-171,-55
-78,-161,-91
-47,-168,-102
-6,-170,-127
16,-153,-124
36,-131,-102
52,-110,-79
61,-99,-52
63,-89,-37
67,-87,-33
61,-91,-40
52,-90,-49
54,-73,-61
58,-16,-63
84,44,-47
91,80,-46
120,99,-48
118,116,-35
97,123,-21
83,105,-1
55,76,1
21,57,10
4,47,16
-8,60,12
2,64,8
19,76,-16
27,97,-32
36,95,-22
38,98,-15
28,86,-8
16,67,5
-10,43,-2
-12,21,-4
11,24,-14
22,12,-24
22,41,-17
47,61,-15
42,76,-18
38,72,-27
54,72,-30
57,52,-25
36,30,-9
-6,15,-15
-10,17,-28
1,11,-26
25,5,-22
44,20,-31
60,34,-45
65,32,-15
57,22,13
33,4,30
6,-8,27
-10,-16,20
-15,-24,1
-27,-24,-18
-22,-25,-41
-15,-10,-45
6,16,-17
27,31,-4
29,47,-7
30,64,0
31,56,20
29,12,23
12,-30,16
-6,-47,14
-16,-52,9
-10,-51,-1
2,-39,-26
10,-20,-15
27,10,0
19,29,-3
12,23,-1
18,4,14
9,-18,27
-17,-29,31
-40,-31,25
-32,-41,8
-20,-31,-12
-12,-8,-33
-2,5,-38
20,20,-39
38,31,-19
41,23,3
28,15,11
8,3,12
-3,-10,12
-13,-42,8
-26,-42,-10
-17,-23,-17
-3,-9,-29
30,15,-31
45,13,-2
53,29,7
54,27,10
45,11,15
15,-31,22
5,-36,27
2,-33,17
-15,-42,6
-10,-30,-18
15,0,-10
35,21,-5
46,16,3
46,13,15
40,12,7
20,-4,-2
-2,-18,-9
-24,-27,-15
-24,-38,-15
-26,-26,2
-12,-10,4
7,21,-7
8,49,28
16,53,40
10,34,31
-7,-3,32
-20,-21,33
-36,-12,41
-35,-3,25
-30,12,1
-6,33,-6
13,50,3
22,57,22
31,69,27
40,62,26
38,53,30
37,34,34
15,6,41
-1,-9,41
-2,-11,34
-11,0,17
-4,20,0
38,38,-20
59,57,-28
59,61,-26
54,62,-14
47,63,-2
29,47,-7
9,15,-5
7,14,-10
11,19,-26
15,4,-30
37,23,-38
53,51,-40
67,40,-12
62,25,6
43,-9,18
12,-25,12
-8,-25,-2
-1,-25,-17
-1,-25,-21
6,-12,-29
54,10,-37
82,43,-51
74,59,-55
61,54,-31
56,33,-25
21,-11,-17
-8,-44,-20
-20,-54,-24
-19,-35,-20
-18,-28,-20
-1,-16,-5
44,21,6
53,29,6
31,39,4
4,35,-6
-10,17,2
-25,10,14
-43,-9,18
-57,-18,14
-53,-5,17
-32,-26,-10
-13,-17,-26
3,9,-25
14,16,-20
15,10,-7
8,5,7
4,-9,18
-10,-8,34
-9,-3,39
-1,6,29
4,15,17
1,5,0
28,23,8
42,28,13
49,34,13
52,43,24
47,44,47
18,45,37
-22,4,31
-15,2,9
8,2,6
23,-11,-1
11,10,-11
10,44,-18
45,76,-9
59,91,-4
79,47,-8
4,21,-10
-36,-5,7
-34,-8,16
-8,3,11
11,15,9
17,33,0
13,46,-16
20,52,-16
36,50,11
46,47,31
34,45,27
10,24,34
-5,-7,37
-18,-36,32
-7,-50,14
-8,-21,-6
7,-5,-7
33,13,-2
43,34,3
46,29,1
63,25,2
57,7,9
24,-13,33
6,-42,35
7,-65,13
10,-67,-3
5,-66,-8
18,-45,-9
38,-14,-17
38,4,-26
37,22,-46
27,17,0
7,10,17
-16,-10,18
-16,-21,17
-7,-14,18
6,-9,16
26,-3,8
33,5,-15
41,16,-23
44,31,-24
39,27,-17
35,22,1
33,6,25
21,-22,40
-7,-33,26
-28,-41,21
-14,-34,1
3,-13,-11
9,-14,-38
35,5,-46
42,29,-33
30,29,-18
39,36,9
12,8,7
-3,-2,-17
-2,2,-23
11,-3,-16
18,-10,-12
16,-1,-6
27,7,14
21,23,23
35,30,28
39,36,39
25,15,45
11,-8,31
0,-11,5
-4,-6,-17
2,-20,-12
35,4,-15
61,48,-15
64,64,-5
56,63,5
44,39,48
12,23,56
-9,-5,32
-25,-43,8
-18,-45,0
-29,-38,9
-27,-4,-8
3,18,-18
17,21,-13
18,32,1
24,29,20
24,30,30
12,8,32
4,1,24
1,-5,10
0,-6,3
-8,-5,-20
8,9,-13
38,17,-16
41,33,-7
40,45,12
28,24,18
10,3,29
26,-23,30
-9,-28,11
-20,-32,6
-13,-34,11
-4,-37,6
18,-15,9
41,0,11
64,17,1
42,17,0
24,9,10
-1,-24,19
-24,-46,13
-23,-32,9
-17,-28,-17
-13,-29,-33
1,-12,-28
9,1,-13
24,9,0
26,6,6
19,13,11
5,-11,13
-4,-30,13
-8,-46,2
-24,-53,-10
-7,-36,-11
31,-12,-25
46,9,-21
50,14,-13
57,16,-10
52,20,-3
26,16,4
10,-8,10
-2,-25,-7
-15,-28,4
-25,-26,0
-16,-29,-7
0,-3,-8
10,26,0
25,40,14
47,36,36
60,16,52
50,12,46
33,12,27
28,2,16
20,-7,-3
16,-7,2
12,11,12
54,66,14
71,101,12
71,102,12
68,100,34
51,108,53
16,117,76
-11,84,94
-61,45,76
-85,25,68
-119,29,84
-136,22,99
-128,13,98
-127,2,104
-119,-15,101
-124,-59,92
-118,-100,70
-101,-146,2
-65,-172,-50
-9,-196,-83
-2,-180,-99
29,-154,-100
71,-105,-91
87,-84,-78
79,-114,-71
81,-119,-50
74,-112,-57
66,-85,-66
77,-62,-57
74,-40,-51
88,-10,-49
100,37,-44
111,69,-46
99,85,-47
77,95,-26
68,95,-9
46,157,4
11,67,10
3,36,9
-3,24,-4
-8,8,-29
-12,0,-35
8,-4,-21
38,2,-3
60,41,3
57,43,4
46,32,16
29,8,29
2,-16,34
-27,-17,21
-27,-9,-4
-13,-6,-24
-11,17,-27
5,51,-18
35,73,-1
47,73,12
63,64,18
72,50,13
47,29,11
18,6,25
9,-18,40
15,-21,18
16,-7,-3
18,5,-2
41,32,17
51,71,26
24,72,36
23,63,34
25,46,29
4,17,18
-17,-6,13
-13,-9,6
0,-13,3
24,4,-4
36,24,-1
33,20,12
29,10,19
17,4,38
-2,-29,58
-8,-47,53
-6,-35,38
-2,-30,23
7,-17,15
34,13,9
57,34,5
57,53,-5
48,60,-6
51,42,-4
41,37,5
1,22,13
-1,-3,18
5,-35,-3
6,-31,-22
11,-21,-19
21,-15,-17
28,4,-4
37,27,11
42,25,17
12,30,36
-2,33,49
-15,8,56
-28,-16,41
-38,-11,31
-35,-22,24
-25,-39,22
-13,-10,3
20,43,-7
35,70,-6
25,59,9
23,37,19
26,18,9
9,17,-4
-6,14,-6
-20,-11,-2
-26,-19,1
-23,-27,4
-21,-13,-10
-2,2,-18
12,13,-17
14,31,2
9,11,11
10,-3,16
-8,-25,25
-32,-40,28
-44,-38,26
-36,-39,9
-5,-11,-4
24,14,-1
17,38,22
1,35,27
4,17,23
-3,-4,30
-26,-22,24
-47,-37,-2
-35,-46,-9
-24,-35,-1
1,-20,0
21,12,4
39,47,9
56,43,20
52,27,35
15,5,33
-20,-8,11
-38,-30,6
-35,-45,3
-14,-41,7
13,-20,-8
24,11,-28
52,29,-40
74,40,-31
76,28,-10
78,3,3
71,13,2
24,-23,-4
-7,-48,7
-23,-28,11
-17,-11,3
-16,-10,1
3,9,-2
29,35,7
37,44,6
44,26,9
41,13,15
24,4,23
4,-21,32
1,-41,32
-10,-42,24
-18,-33,9
17,-19,-13
44,-10,-15
49,-5,-8
51,19,4
44,39,22
30,39,32
6,27,35
-15,0,26
-31,-17,19
-26,-7,9
-13,2,11
-15,2,9
0,14,6
21,27,32
25,32,64
29,18,45
22,-19,30
3,-37,43
-19,-34,42
-12,-19,28
-20,-8,10
-12,5,7
18,12,7
38,15,-6
44,9,-6
40,16,7
32,18,11
21,-3,0
-6,-38,3
-38,-51,13
-53,-25,14
-35,-3,16
-5,17,16
9,25,24
32,43,27
29,46,20
31,36,1
31,31,9
13,27,36
-10,18,47
-26,-13,19
-29,-42,-2
-34,-39,-7
-33,-19,-2
-25,-3,3
4,0,7
34,18,18
25,23,25
31,23,20
33,27,14
9,7,1
-24,-17,-3
-43,-30,1
-34,-25,2
-26,-18,1
7,-4,-6
33,8,-2
42,13,10
46,17,9
